X,Y,Z,t
0.511,-0.53,9.51,5
0.494,-0.522,9.587,5
0.494,-0.502,9.661,5
0.444,-0.465,9.665,4
0.451,-0.433,9.552,5
0.467,-0.505,9.541,5
0.487,-0.526,9.601,5
0.52,-0.536,9.697,5
0.481,-0.564,9.575,5
0.517,-0.587,9.574,5
0.535,-0.622,9.532,5
0.529,-0.656,9.541,5
0.527,-0.652,9.591,5
0.515,-0.595,9.612,5
0.488,-0.535,9.594,5
0.482,-0.511,9.542,5
0.453,-0.517,9.563,5
0.471,-0.483,9.64,5
0.474,-0.463,9.674,5
0.447,-0.468,9.611,5
0.478,-0.489,9.603,5
0.528,-0.55,9.596,4
0.547,-0.587,9.617,5
0.541,-0.611,9.647,5
0.524,-0.582,9.545,5
0.534,-0.6,9.502,5
0.54,-0.614,9.521,5
0.529,-0.585,9.635,5
0.508,-0.497,9.682,5
0.473,-0.399,9.598,5
0.468,-0.423,9.551,5
0.46,-0.415,9.589,5
0.487,-0.449,9.694,5
0.494,-0.491,9.725,5
0.472,-0.495,9.642,5
0.496,-0.505,9.563,5
0.513,-0.568,9.503,5
0.552,-0.62,9.632,5
0.54,-0.592,9.675,4
0.516,-0.587,9.599,5
0.509,-0.562,9.556,5
0.496,-0.529,9.523,5
0.488,-0.5,9.638,5
0.446,-0.469,9.807,5
0.439,-0.436,9.675,5
0.428,-0.435,9.496,5
0.447,-0.462,9.468,5
0.499,-0.532,9.641,5
0.51,-0.585,9.742,5
0.485,-0.554,9.59,5
0.519,-0.554,9.5,5
0.522,-0.572,9.576,5
0.562,-0.63,9.694,5
0.54,-0.6,9.686,5
0.501,-0.561,9.565,5
0.494,-0.531,9.518,5
0.459,-0.524,9.527,4
0.496,-0.533,9.594,5
0.511,-0.507,9.75,5
0.449,-0.447,9.674,5
0.436,-0.448,9.558,5
0.459,-0.477,9.503,5
0.512,-0.564,9.561,5
0.525,-0.584,9.643,5
0.533,-0.56,9.689,5
0.535,-0.547,9.592,5
0.529,-0.559,9.503,5
0.52,-0.609,9.553,5
0.516,-0.582,9.594,5
0.482,-0.542,9.638,5
0.443,-0.464,9.589,5
0.435,-0.428,9.58,5
0.442,-0.422,9.557,5
0.464,-0.46,9.652,5
0.457,-0.515,9.722,4
0.452,-0.514,9.618,5
0.469,-0.536,9.569,5
0.516,-0.566,9.54,5
0.52,-0.594,9.603,5
0.54,-0.594,9.646,5
0.519,-0.58,9.591,5
0.506,-0.54,9.534,5
0.472,-0.551,9.536,5
0.478,-0.544,9.613,5
0.443,-0.503,9.65,5
0.436,-0.432,9.657,5
0.448,-0.426,9.557,5
0.452,-0.493,9.539,5
0.467,-0.547,9.621,5
0.488,-0.573,9.696,5
0.536,-0.578,9.654,5
0.516,-0.577,9.556,5
0.553,-0.609,9.507,4
0.566,-0.645,9.554,5
0.571,-0.618,9.627,5
0.539,-0.59,9.654,5
0.509,-0.512,9.595,5
0.518,-0.505,9.515,5
0.476,-0.47,9.59,5
0.462,-0.477,9.641,5
0.444,-0.447,9.694,5
0.463,-0.455,9.581,5
0.456,-0.483,9.581,5
0.48,-0.518,9.57,5
0.524,-0.569,9.684,5
0.541,-0.558,9.65,5
0.505,-0.565,9.564,5
0.502,-0.586,9.554,5
0.542,-0.619,9.528,5
0.523,-0.563,9.512,5
0.492,-0.506,9.595,4
0.441,-0.456,9.616,5
0.456,-0.414,9.685,5
0.449,-0.429,9.606,5
0.429,-0.465,9.567,5
0.424,-0.469,9.633,5
0.451,-0.485,9.691,5
0.475,-0.565,9.566,5
0.527,-0.597,9.528,5
0.527,-0.636,9.555,5
0.542,-0.626,9.714,5
0.522,-0.601,9.637,5
0.5,-0.56,9.418,5
0.495,-0.533,9.453,5
0.5,-0.533,9.604,5
0.484,-0.503,9.698,5
0.46,-0.468,9.694,5
0.416,-0.426,9.533,5
0.46,-0.475,9.49,4
0.508,-0.496,9.627,5
0.543,-0.515,9.719,5
0.514,-0.54,9.635,5
0.532,-0.576,9.539,5
0.565,-0.603,9.506,5
0.578,-0.621,9.593,5
0.563,-0.599,9.688,5
0.526,-0.557,9.656,5
0.498,-0.507,9.585,5
0.46,-0.491,9.526,5
0.452,-0.518,9.569,5
0.481,-0.495,9.656,5
0.466,-0.466,9.692,5
0.424,-0.454,9.598,5
0.456,-0.466,9.596,5
0.499,-0.537,9.62,5
0.516,-0.565,9.747,4
0.508,-0.587,9.593,5
0.525,-0.593,9.515,5
0.544,-0.617,9.525,5
0.559,-0.604,9.571,5
0.524,-0.582,9.651,5
0.478,-0.513,9.676,5
0.442,-0.454,9.575,5
0.431,-0.473,9.527,5
0.45,-0.503,9.604,5
0.448,-0.501,9.583,5
0.431,-0.509,9.666,5
0.462,-0.514,9.649,5
0.472,-0.565,9.56,5
0.523,-0.601,9.504,5
0.555,-0.632,9.568,5
0.546,-0.641,9.662,5
0.509,-0.612,9.633,5
0.52,-0.571,9.562,4
0.497,-0.554,9.532,5
0.489,-0.53,9.572,5
0.495,-0.492,9.648,5
0.476,-0.48,9.649,5
0.438,-0.436,9.574,5
0.471,-0.467,9.535,5
0.511,-0.496,9.586,5
0.512,-0.498,9.648,5
0.529,-0.514,9.663,5
0.524,-0.547,9.547,5
0.54,-0.583,9.556,5
0.538,-0.622,9.608,5
0.534,-0.595,9.664,5
0.496,-0.538,9.616,5
0.47,-0.509,9.527,5
0.476,-0.515,9.546,5
0.464,-0.525,9.619,5
0.468,-0.488,9.739,4
0.446,-0.441,9.681,5
0.415,-0.452,9.52,5
0.423,-0.502,9.527,5
0.467,-0.538,9.574,5
0.498,-0.567,9.652,5
0.497,-0.584,9.594,5
0.506,-0.59,9.57,5
0.524,-0.606,9.521,5
0.515,-0.591,9.525,5
0.504,-0.582,9.591,5
0.475,-0.506,9.633,5
0.431,-0.466,9.59,5
0.423,-0.459,9.57,5
0.472,-0.451,9.655,5
0.451,-0.491,9.666,5
0.482,-0.505,9.726,5
0.468,-0.498,9.625,5
0.456,-0.533,9.547,4
0.51,-0.56,9.521,5
0.538,-0.596,9.607,5
0.526,-0.598,9.649,5
0.49,-0.556,9.595,5
0.5,-0.545,9.504,5
0.494,-0.513,9.57,5
0.489,-0.489,9.681,5
0.49,-0.445,9.741,5
0.442,-0.414,9.609,5
0.455,-0.411,9.55,5
0.448,-0.491,9.561,5
0.5,-0.547,9.734,5
0.5,-0.583,9.719,5
0.501,-0.515,9.64,5
0.506,-0.513,9.5,5
0.517,-0.558,9.535,5
0.546,-0.616,9.598,5
0.541,-0.607,9.726,4
0.47,-0.589,9.594,5
0.463,-0.514,9.503,5
0.469,-0.501,9.513,5
0.471,-0.497,9.655,5
0.477,-0.487,9.706,5
0.465,-0.468,9.64,5
0.474,-0.522,9.557,5
0.486,-0.546,9.535,5
0.508,-0.596,9.582,5
0.532,-0.601,9.606,5
0.558,-0.59,9.604,5
0.518,-0.577,9.529,5
0.534,-0.592,9.556,5
0.517,-0.596,9.603,5
0.518,-0.583,9.624,5
0.491,-0.47,9.68,5
0.464,-0.458,9.582,4
0.468,-0.456,9.604,5
0.459,-0.463,9.59,5
0.47,-0.499,9.621,5
0.5,-0.485,9.649,5
0.481,-0.516,9.649,5
0.486,-0.547,9.549,5
0.52,-0.569,9.528,5
0.543,-0.594,9.598,5
0.538,-0.577,9.655,5
0.535,-0.54,9.621,5
0.499,-0.498,9.542,5
0.477,-0.504,9.527,5
0.489,-0.497,9.609,5
0.49,-0.482,9.688,5
0.443,-0.436,9.641,5
0.441,-0.437,9.564,5
0.45,-0.504,9.537,5
0.495,-0.551,9.592,4
0.499,-0.586,9.647,5
0.492,-0.576,9.61,5
0.499,-0.568,9.553,5
0.485,-0.574,9.509,5
0.543,-0.615,9.581,5
0.532,-0.588,9.67,5
0.497,-0.559,9.662,5
0.455,-0.529,9.591,5
0.446,-0.507,9.536,5
0.465,-0.493,9.562,5
0.454,-0.513,9.599,5
0.469,-0.49,9.654,5
0.478,-0.497,9.691,5
0.502,-0.544,9.612,5
0.533,-0.59,9.58,5
0.557,-0.595,9.623,5
0.542,-0.599,9.62,5
0.526,-0.586,9.587,4
0.54,-0.568,9.527,5
0.492,-0.564,9.568,5
0.502,-0.547,9.627,5
0.489,-0.457,9.633,5
0.454,-0.417,9.578,5
0.451,-0.408,9.588,5
0.48,-0.453,9.682,5
0.472,-0.48,9.677,5
0.492,-0.503,9.64,5
0.481,-0.474,9.573,5
0.519,-0.527,9.596,5
0.543,-0.575,9.58,5
0.583,-0.617,9.612,5
0.58,-0.617,9.574,5
0.539,-0.574,9.677,5
0.49,-0.544,9.663,5
0.458,-0.491,9.581,5
0.442,-0.485,9.567,4
0.439,-0.488,9.644,5
0.422,-0.453,9.622,5
0.406,-0.453,9.555,5
0.44,-0.49,9.538,5
0.47,-0.516,9.555,5
0.506,-0.557,9.666,5
0.507,-0.537,9.661,5
0.513,-0.555,9.583,5
0.53,-0.583,9.564,5
0.542,-0.629,9.585,5
0.512,-0.597,9.597,5
0.494,-0.569,9.646,5
0.481,-0.531,9.654,5
0.454,-0.492,9.556,5
0.445,-0.478,9.548,5
0.478,-0.504,9.625,5
0.472,-0.489,9.662,5
0.44,-0.445,9.587,4
0.477,-0.496,9.563,5
0.486,-0.539,9.776,5
0.537,-0.584,9.672,5
0.55,-0.576,9.639,5
0.53,-0.58,9.555,5
0.525,-0.555,9.574,5
0.512,-0.582,9.64,5
0.528,-0.574,9.643,5
0.49,-0.491,9.596,5
0.431,-0.446,9.592,5
0.418,-0.42,9.637,5
0.423,-0.462,9.619,5
0.469,-0.493,9.686,5
0.463,-0.536,9.671,5
0.444,-0.526,9.559,5
0.443,-0.529,9.56,5
0.478,-0.571,9.546,4
0.523,-0.621,9.619,5
0.542,-0.662,9.564,5
0.523,-0.613,9.563,5
0.493,-0.568,9.537,5
0.486,-0.545,9.572,5
0.464,-0.527,9.602,5
0.438,-0.501,9.57,5
0.416,-0.458,9.581,5
0.412,-0.431,9.598,5
0.416,-0.483,9.608,5
0.459,-0.523,9.576,5
0.499,-0.573,9.599,5
0.506,-0.592,9.635,5
0.502,-0.6,9.616,5
0.534,-0.611,9.597,5
0.535,-0.662,9.573,5
0.544,-0.641,9.591,5
0.51,-0.578,9.564,4
0.476,-0.501,9.525,5
0.48,-0.469,9.545,5
0.445,-0.43,9.574,5
0.491,-0.464,9.659,5
0.497,-0.451,9.636,5
0.482,-0.441,9.646,5
0.457,-0.48,9.605,5
0.477,-0.527,9.575,5
0.51,-0.585,9.641,5
0.53,-0.619,9.6,5
0.532,-0.616,9.564,5
0.509,-0.607,9.568,5
0.524,-0.603,9.575,5
0.535,-0.583,9.586,5
0.518,-0.558,9.597,5
0.467,-0.476,9.568,5
0.428,-0.418,9.619,5
0.426,-0.399,9.672,4
0.417,-0.43,9.573,5
0.463,-0.461,9.583,5
0.483,-0.491,9.64,5
0.481,-0.539,9.58,5
0.5,-0.552,9.587,5
0.505,-0.633,9.552,5
0.523,-0.638,9.589,5
0.544,-0.606,9.656,5
0.491,-0.59,9.58,5
0.486,-0.568,9.55,5
0.483,-0.556,9.571,5
0.454,-0.5,9.601,5
0.427,-0.429,9.602,5
0.438,-0.396,9.674,5
0.452,-0.422,9.712,5
0.446,-0.465,9.583,5
0.494,-0.53,9.482,5
0.527,-0.584,9.61,4
0.531,-0.569,9.754,5
0.55,-0.569,9.704,5
0.568,-0.601,9.473,5
0.588,-0.607,9.448,5
0.567,-0.627,9.635,5
0.543,-0.565,9.554,5
0.488,-0.511,9.551,5
0.452,-0.465,9.533,5
0.482,-0.469,9.624,5
0.473,-0.436,9.741,5
0.448,-0.432,9.7,5
0.449,-0.462,9.622,5
0.474,-0.527,9.581,5
0.49,-0.574,9.521,5
0.516,-0.616,9.563,5
0.543,-0.606,9.655,5
0.54,-0.616,9.577,5
0.536,-0.575,9.518,4
0.522,-0.582,9.51,5
0.49,-0.57,9.603,5
0.471,-0.478,9.636,5
0.425,-0.416,9.551,5
0.418,-0.42,9.596,5
0.44,-0.423,9.573,5
0.449,-0.477,9.647,5
0.47,-0.491,9.644,5
0.489,-0.518,9.647,5
0.467,-0.565,9.604,5
0.539,-0.607,9.582,5
0.557,-0.671,9.571,5
0.533,-0.666,9.607,5
0.522,-0.611,9.561,5
0.509,-0.552,9.529,5
0.5,-0.548,9.518,5
0.499,-0.501,9.596,4
0.466,-0.45,9.652,5
0.437,-0.385,9.642,5
0.434,-0.391,9.539,5
0.467,-0.486,9.529,5
0.5,-0.498,9.609,5
0.517,-0.556,9.66,5
0.5,-0.573,9.617,5
0.503,-0.576,9.586,5
0.559,-0.593,9.544,5
0.55,-0.632,9.527,5
0.547,-0.646,9.613,5
0.505,-0.554,9.626,5
0.451,-0.497,9.591,5
0.46,-0.462,9.559,5
0.437,-0.454,9.558,5
0.455,-0.463,9.62,5
0.442,-0.43,9.685,5
0.423,-0.435,9.668,4
0.448,-0.452,9.561,5
0.475,-0.495,9.54,5
0.539,-0.605,9.592,5
0.504,-0.617,9.564,5
0.525,-0.601,9.55,5
0.508,-0.588,9.557,5
0.524,-0.607,9.611,5
0.513,-0.576,9.659,5
0.469,-0.525,9.625,5
0.438,-0.436,9.631,5
0.449,-0.447,9.634,5
0.424,-0.438,9.594,5
0.428,-0.487,9.613,5
0.439,-0.512,9.607,5
0.443,-0.483,9.606,5
0.474,-0.531,9.581,5
0.508,-0.581,9.554,5
0.545,-0.645,9.54,4
0.568,-0.647,9.516,5
0.525,-0.603,9.564,5
0.504,-0.527,9.578,5
0.502,-0.537,9.555,5
0.492,-0.55,9.591,5
0.485,-0.504,9.654,5
0.465,-0.471,9.629,5
0.434,-0.419,9.649,5
0.469,-0.465,9.576,5
0.496,-0.51,9.644,5
0.53,-0.55,9.633,5
0.535,-0.554,9.666,5
0.518,-0.533,9.591,5
0.517,-0.589,9.528,5
0.538,-0.641,9.549,5
0.512,-0.617,9.57,5
0.494,-0.574,9.577,5
0.471,-0.5,9.63,4
0.438,-0.461,9.559,5
0.448,-0.459,9.553,5
0.425,-0.455,9.594,5
0.433,-0.452,9.615,5
0.419,-0.425,9.625,5
0.427,-0.457,9.626,5
0.469,-0.528,9.603,5
0.513,-0.593,9.62,5
0.518,-0.624,9.614,5
0.541,-0.589,9.558,5
0.522,-0.584,9.549,5
0.496,-0.638,9.618,5
0.516,-0.63,9.571,5
0.497,-0.569,9.549,5
0.478,-0.488,9.566,5
0.435,-0.433,9.584,5
0.441,-0.419,9.603,5
0.45,-0.474,9.624,4
0.478,-0.475,9.544,5
0.503,-0.505,9.615,5
0.503,-0.542,9.593,5
0.523,-0.588,9.606,5
0.563,-0.628,9.625,5
0.552,-0.656,9.598,5
0.551,-0.622,9.622,5
0.533,-0.615,9.613,5
0.509,-0.601,9.632,5
0.485,-0.552,9.538,5
0.478,-0.525,9.609,5
0.469,-0.467,9.614,5
0.449,-0.413,9.636,5
0.405,-0.437,9.584,5
0.431,-0.469,9.587,5
0.481,-0.508,9.626,5
0.507,-0.553,9.579,4
0.516,-0.586,9.558,5
0.518,-0.557,9.62,5
0.558,-0.619,9.643,5
0.567,-0.645,9.604,5
0.533,-0.61,9.599,5
0.495,-0.533,9.581,5
0.472,-0.486,9.611,5
0.453,-0.49,9.627,5
0.433,-0.466,9.639,5
0.456,-0.447,9.614,5
0.428,-0.43,9.553,5
0.43,-0.444,9.576,5
0.442,-0.492,9.605,5
0.508,-0.558,9.652,5
0.532,-0.6,9.668,5
0.541,-0.605,9.527,5
0.558,-0.596,9.526,5
0.56,-0.596,9.569,4
0.526,-0.606,9.667,5
0.517,-0.568,9.605,5
0.482,-0.497,9.54,5
0.466,-0.433,9.55,5
0.433,-0.374,9.572,5
0.453,-0.423,9.647,5
0.446,-0.469,9.667,5
0.472,-0.494,9.624,5
0.472,-0.519,9.587,5
0.511,-0.54,9.627,5
0.533,-0.573,9.693,5
0.544,-0.617,9.617,5
0.559,-0.623,9.568,5
0.552,-0.625,9.545,5
0.522,-0.605,9.555,5
0.489,-0.541,9.613,5
0.458,-0.488,9.614,5
0.431,-0.429,9.525,4
0.415,-0.415,9.538,5
0.392,-0.404,9.575,5
0.413,-0.418,9.682,5
0.451,-0.478,9.697,5
0.451,-0.524,9.589,5
0.448,-0.576,9.544,5
0.491,-0.601,9.549,5
0.517,-0.594,9.616,5
0.537,-0.65,9.619,5
0.553,-0.695,9.612,5
0.536,-0.648,9.502,5
0.494,-0.578,9.528,5
0.47,-0.507,9.601,5
0.423,-0.476,9.65,5
0.399,-0.436,9.572,5
0.431,-0.438,9.522,5
0.439,-0.441,9.538,5
0.457,-0.488,9.638,4
0.457,-0.517,9.685,5
0.496,-0.545,9.616,5
0.533,-0.581,9.597,5
0.549,-0.624,9.562,5
0.53,-0.62,9.566,5
0.524,-0.63,9.559,5
0.535,-0.608,9.583,5
0.496,-0.598,9.616,5
0.465,-0.535,9.618,5
0.476,-0.479,9.572,5
0.445,-0.441,9.556,5
0.43,-0.428,9.608,5
0.428,-0.455,9.66,5
0.431,-0.511,9.634,5
0.471,-0.504,9.562,5
0.481,-0.521,9.567,5
0.507,-0.551,9.63,5
0.526,-0.608,9.655,4
0.523,-0.651,9.602,5
0.521,-0.662,9.579,5
0.507,-0.597,9.586,5
0.488,-0.55,9.623,5
0.475,-0.508,9.672,5
0.422,-0.481,9.583,5
0.423,-0.446,9.547,5
0.421,-0.424,9.601,5
0.423,-0.445,9.628,5
0.457,-0.471,9.665,5
0.483,-0.512,9.581,5
0.482,-0.58,9.581,5
0.502,-0.622,9.617,5
0.498,-0.611,9.615,5
0.515,-0.622,9.626,5
0.529,-0.621,9.605,5
0.547,-0.601,9.633,5
0.55,-0.556,9.627,4
0.489,-0.492,9.578,5
0.462,-0.435,9.587,5
0.458,-0.426,9.626,5
0.463,-0.435,9.648,5
0.472,-0.455,9.608,5
0.488,-0.468,9.543,5
0.455,-0.483,9.582,5
0.497,-0.501,9.635,5
0.53,-0.585,9.627,5
0.568,-0.604,9.596,5
0.568,-0.627,9.578,5
0.574,-0.609,9.581,5
0.53,-0.571,9.64,5
0.507,-0.542,9.599,5
0.501,-0.528,9.617,5
0.473,-0.462,9.59,5
0.447,-0.425,9.514,4
0.417,-0.409,9.602,5
0.414,-0.412,9.613,5
0.488,-0.454,9.655,5
0.502,-0.503,9.577,5
0.494,-0.552,9.569,5
0.514,-0.581,9.631,5
0.54,-0.571,9.698,5
0.535,-0.621,9.632,5
0.541,-0.627,9.602,5
0.522,-0.626,9.581,5
0.508,-0.567,9.562,5
0.471,-0.513,9.601,5
0.468,-0.47,9.634,5
0.442,-0.45,9.628,5
0.429,-0.441,9.58,5
0.449,-0.415,9.565,5
0.428,-0.456,9.634,5
0.449,-0.504,9.674,4
0.506,-0.563,9.626,5
0.517,-0.608,9.537,5
0.534,-0.618,9.511,5
0.533,-0.627,9.543,5
0.555,-0.623,9.664,5
0.556,-0.601,9.695,5
0.545,-0.572,9.594,5
0.505,-0.507,9.56,5
0.45,-0.46,9.618,5
0.465,-0.439,9.673,5
0.465,-0.449,9.666,5
0.444,-0.459,9.6,5
0.458,-0.469,9.56,5
0.48,-0.503,9.614,5
0.469,-0.491,9.604,5
0.507,-0.577,9.609,5
0.536,-0.611,9.609,5
0.541,-0.644,9.547,4
0.541,-0.613,9.613,5
0.527,-0.589,9.624,5
0.495,-0.553,9.609,5
0.51,-0.543,9.604,5
0.478,-0.497,9.627,5
0.456,-0.471,9.554,5
0.447,-0.403,9.565,5
0.432,-0.407,9.589,5
0.406,-0.467,9.608,5
0.438,-0.546,9.616,5
0.489,-0.565,9.611,5
0.496,-0.597,9.578,5
0.484,-0.594,9.652,5
0.527,-0.63,9.655,5
0.516,-0.647,9.635,5
0.515,-0.645,9.585,5
0.493,-0.59,9.522,5
0.461,-0.553,9.537,4
0.453,-0.501,9.584,5
0.452,-0.475,9.638,5
0.46,-0.453,9.585,5
0.472,-0.44,9.57,5
0.475,-0.429,9.576,5
0.469,-0.464,9.657,5
0.473,-0.539,9.651,5
0.514,-0.597,9.551,5
0.537,-0.591,9.606,5
0.534,-0.601,9.615,5
0.525,-0.619,9.611,5
0.536,-0.599,9.631,5
0.527,-0.595,9.576,5
0.532,-0.538,9.65,5
0.476,-0.496,9.574,5
0.44,-0.426,9.611,5
0.465,-0.42,9.614,5
0.453,-0.453,9.6,4
0.464,-0.475,9.597,5
0.482,-0.498,9.576,5
0.466,-0.518,9.608,5
0.471,-0.545,9.612,5
0.515,-0.595,9.621,5
0.52,-0.641,9.659,5
0.534,-0.613,9.579,5
0.509,-0.585,9.549,5
0.494,-0.56,9.618,5
0.486,-0.56,9.586,5
0.461,-0.53,9.64,5
0.465,-0.479,9.632,5
0.449,-0.457,9.575,5
0.426,-0.42,9.574,5
0.441,-0.437,9.621,5
0.468,-0.512,9.63,5
0.492,-0.543,9.574,4
0.5,-0.557,9.538,5
0.498,-0.571,9.596,5
0.499,-0.578,9.602,5
0.522,-0.609,9.631,5
0.52,-0.609,9.56,5
0.492,-0.569,9.53,5
0.459,-0.525,9.607,5
0.495,-0.503,9.624,5
0.445,-0.478,9.606,5
0.422,-0.447,9.583,5
0.46,-0.455,9.553,5
0.474,-0.449,9.568,5
0.452,-0.478,9.6,5
0.472,-0.516,9.608,5
0.48,-0.565,9.608,5
0.506,-0.61,9.607,5
0.513,-0.625,9.565,5
0.532,-0.616,9.595,4
0.492,-0.623,9.566,5
0.521,-0.596,9.63,5
0.512,-0.593,9.592,5
0.461,-0.512,9.558,5
0.442,-0.449,9.615,5
0.45,-0.412,9.686,5
0.447,-0.441,9.66,5
0.458,-0.472,9.581,5
0.451,-0.5,9.579,5
0.465,-0.524,9.607,5
0.456,-0.545,9.58,5
0.5,-0.565,9.616,5
0.513,-0.625,9.595,5
0.534,-0.618,9.588,5
0.527,-0.622,9.625,5
0.505,-0.57,9.587,5
0.48,-0.533,9.586,5
0.467,-0.54,9.641,4
0.491,-0.5,9.641,5
0.468,-0.454,9.566,5
0.434,-0.426,9.559,5
0.458,-0.401,9.648,5
0.474,-0.433,9.664,5
0.518,-0.512,9.643,5
0.512,-0.545,9.588,5
0.533,-0.59,9.573,5
0.519,-0.58,9.638,5
0.525,-0.621,9.624,5
0.523,-0.638,9.588,5
0.506,-0.613,9.549,5
0.497,-0.557,9.604,5
0.472,-0.511,9.644,5
0.466,-0.453,9.638,5
0.449,-0.443,9.619,5
0.446,-0.45,9.585,5
0.459,-0.427,9.589,4
0.464,-0.455,9.588,5
0.454,-0.507,9.588,5
0.476,-0.541,9.6,5
0.52,-0.587,9.566,5
0.531,-0.607,9.559,5
0.516,-0.634,9.541,5
0.51,-0.615,9.546,5
0.508,-0.615,9.61,5
0.489,-0.579,9.609,5
0.485,-0.56,9.609,5
0.468,-0.506,9.557,5
0.442,-0.436,9.626,5
0.429,-0.438,9.641,5
0.438,-0.451,9.579,5
0.472,-0.481,9.562,5
0.503,-0.531,9.576,5
0.496,-0.529,9.624,5
0.514,-0.567,9.637,4
0.542,-0.621,9.544,5
0.542,-0.617,9.588,5
0.555,-0.595,9.613,5
0.503,-0.594,9.565,5
0.505,-0.533,9.606,5
0.483,-0.528,9.639,5
0.469,-0.51,9.594,5
0.454,-0.443,9.574,5
0.453,-0.436,9.565,5
0.465,-0.437,9.661,5
0.445,-0.484,9.615,5
0.448,-0.495,9.617,5
0.487,-0.545,9.565,5
0.484,-0.557,9.522,5
0.492,-0.574,9.564,5
0.497,-0.599,9.636,5
0.474,-0.627,9.566,4
0.505,-0.617,9.56,5
0.488,-0.574,9.555,5
0.48,-0.54,9.61,5
0.449,-0.504,9.634,5
0.426,-0.474,9.58,5
0.442,-0.451,9.602,5
0.42,-0.449,9.539,5
0.424,-0.432,9.58,5
0.466,-0.49,9.589,5
0.499,-0.543,9.584,5
0.518,-0.585,9.56,5
0.508,-0.599,9.568,5
0.487,-0.614,9.527,5
0.492,-0.605,9.584,5
0.483,-0.59,9.665,5
0.505,-0.587,9.615,5
0.508,-0.562,9.633,5
0.451,-0.5,9.575,4
0.461,-0.486,9.666,5
0.437,-0.451,9.629,5
0.453,-0.45,9.576,5
0.452,-0.478,9.567,5
0.466,-0.478,9.559,5
0.484,-0.5,9.619,5
0.496,-0.516,9.652,5
0.496,-0.576,9.594,5
0.541,-0.621,9.538,5
0.516,-0.657,9.56,5
0.512,-0.597,9.598,5
0.496,-0.567,9.593,5
0.493,-0.55,9.598,5
0.467,-0.531,9.565,5
0.452,-0.462,9.584,5
0.427,-0.411,9.564,5
0.452,-0.442,9.613,5
0.452,-0.46,9.621,4
0.473,-0.496,9.641,5
0.479,-0.565,9.568,5
0.495,-0.576,9.6,5
0.515,-0.603,9.6,5
0.517,-0.614,9.655,5
0.496,-0.654,9.603,5
0.521,-0.649,9.6,5
0.471,-0.609,9.551,5
0.464,-0.531,9.545,5
0.433,-0.491,9.614,5
0.429,-0.483,9.649,5
0.442,-0.463,9.64,5
0.449,-0.433,9.56,5
0.431,-0.383,9.567,5
0.449,-0.412,9.581,5
0.467,-0.468,9.623,5
0.498,-0.56,9.558,5
0.528,-0.578,9.513,4
0.524,-0.61,9.565,5
0.519,-0.598,9.575,5
0.495,-0.585,9.584,5
0.537,-0.579,9.557,5
0.51,-0.545,9.562,5
0.481,-0.482,9.618,5
0.478,-0.434,9.68,5
0.453,-0.423,9.614,5
0.448,-0.435,9.588,5
0.491,-0.45,9.631,5
0.477,-0.504,9.574,5
0.51,-0.507,9.585,5
0.509,-0.522,9.603,5
0.523,-0.588,9.558,5
0.543,-0.627,9.58,5
0.565,-0.644,9.592,5
0.55,-0.624,9.584,5
0.54,-0.581,9.614,4
0.5,-0.571,9.608,5
0.486,-0.539,9.596,5
0.47,-0.51,9.584,5
0.466,-0.476,9.559,5
0.443,-0.459,9.551,5
0.469,-0.453,9.648,5
0.483,-0.502,9.653,5
0.513,-0.529,9.621,5
0.506,-0.571,9.549,5
0.508,-0.588,9.561,5
0.515,-0.586,9.628,5
0.526,-0.639,9.647,5
0.539,-0.62,9.647,5
0.539,-0.594,9.54,5
0.512,-0.51,9.601,5
0.476,-0.503,9.665,5
0.456,-0.479,9.712,4
0.456,-0.461,9.639,5
0.444,-0.449,9.602,5
0.454,-0.435,9.572,5
0.457,-0.462,9.654,5
0.474,-0.498,9.626,5
0.477,-0.521,9.572,5
0.532,-0.565,9.554,5
0.526,-0.594,9.566,5
0.532,-0.619,9.627,5
0.526,-0.595,9.595,5
0.536,-0.576,9.589,5
0.516,-0.545,9.608,5
0.507,-0.507,9.647,5
0.471,-0.451,9.661,5
0.437,-0.444,9.618,5
0.447,-0.453,9.574,5
0.45,-0.483,9.581,5
0.479,-0.502,9.555,4
0.48,-0.512,9.604,5
0.509,-0.544,9.632,5
0.527,-0.576,9.671,5
0.523,-0.613,9.532,5
0.516,-0.613,9.563,5
0.496,-0.621,9.568,5
0.497,-0.572,9.622,5
0.483,-0.547,9.611,5
0.469,-0.535,9.577,5
0.455,-0.497,9.549,5
0.429,-0.451,9.591,5
0.439,-0.402,9.634,5
0.463,-0.454,9.622,5
0.473,-0.459,9.639,5
0.506,-0.481,9.607,5
0.489,-0.514,9.537,5
0.475,-0.562,9.563,5
0.514,-0.596,9.614,4
0.525,-0.624,9.589,5
0.54,-0.634,9.607,5
0.523,-0.59,9.482,5
0.491,-0.54,9.529,5
0.452,-0.516,9.6,5
0.45,-0.467,9.647,5
0.438,-0.463,9.532,5
0.435,-0.452,9.516,5
0.416,-0.438,9.53,5
0.442,-0.447,9.603,5
0.454,-0.511,9.615,5
0.505,-0.549,9.604,5
0.533,-0.606,9.578,5
0.538,-0.622,9.599,5
0.526,-0.625,9.606,5
0.528,-0.638,9.573,5
0.524,-0.635,9.603,5
0.482,-0.628,9.584,4
0.474,-0.574,9.636,5
0.433,-0.49,9.64,5
